date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:52	1326211/1326211	---M-Z	200	added ('OK')	text/html	etag:%22e1add23f2d8cd60197dc41571ba6540a%22	https://www.apple.com/shop/buy-iphone/iphone-17-pro	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/buy-iphone/iphone-17-pro.html	(from https://www.apple.com/iphone/)
21:58:52	18550/18550	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/select/iphone_air__f0t56fef3oey_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/select/iphone_air__f0t56fef3oey_large.jpg	(from https://www.apple.com/iphone/)
21:58:53	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/buy_iphone/iphone_air	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/buy_iphone/iphone_air	(from https://www.apple.com/iphone/)
21:58:54	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/buy_iphone/iphone_air	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/buy_iphone/iphone_air	(from https://www.apple.com/iphone/)
21:58:56	1034323/1034323	---M-Z	200	added ('OK')	text/html	etag:%22f4e277dbdcd879328ebae3fe19d71735%22	https://www.apple.com/shop/buy-iphone/iphone-air	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/buy-iphone/iphone-air.html	(from https://www.apple.com/iphone/)
21:58:56	19490/19490	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/select/iphone_17__ck7zzemcw37m_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/select/iphone_17__ck7zzemcw37m_large.jpg	(from https://www.apple.com/iphone/)
21:58:57	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/buy_iphone/iphone_17	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/buy_iphone/iphone_17	(from https://www.apple.com/iphone/)
21:58:58	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/buy_iphone/iphone_17	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/buy_iphone/iphone_17	(from https://www.apple.com/iphone/)
21:59:00	935628/935628	---M-Z	200	added ('OK')	text/html	etag:%2290d06ada7ee15322c94f937d8490690f%22	https://www.apple.com/shop/buy-iphone/iphone-17	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/buy-iphone/iphone-17.html	(from https://www.apple.com/iphone/)
21:59:01	23604/23604	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/select/iphone_16__drr03yfz644m_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/select/iphone_16__drr03yfz644m_large.jpg	(from https://www.apple.com/iphone/)
21:59:02	212678/212678	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2018:59:02%20GMT	https://www.apple.com/iphone-16/specs/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/iphone-16/specs/index.html	(from https://www.apple.com/iphone/)
21:59:02	14377/14377	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/select/iphone_16e__dar81seif0cy_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/select/iphone_16e__dar81seif0cy_large.jpg	(from https://www.apple.com/iphone/)
21:59:02	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/buy_iphone/iphone_16e	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/buy_iphone/iphone_16e	(from https://www.apple.com/iphone/)
21:59:03	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/buy_iphone/iphone_16e	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/buy_iphone/iphone_16e	(from https://www.apple.com/iphone/)
21:59:07	786100/786100	---M-Z	200	added ('OK')	text/html	etag:%228ac022d2f334e9e4f179b526f91b49c8%22	https://www.apple.com/shop/buy-iphone/iphone-16e	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/buy-iphone/iphone-16e.html	(from https://www.apple.com/iphone/)
21:59:08	5766/5766	---M-Z	200	added ('OK')	application/x-mpegurl	date:Thu,%2011%20Sep%202025%2023:15:04%20GMT	https://www.apple.com/105/media/us/iphone/2025/bf3428fe-1ccc-4e3f-a0fc-30af341431f8/films/guided-tour/iphone-guided-tour-tpl-us-2025_16x9.m3u8	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/105/media/us/iphone/2025/bf3428fe-1ccc-4e3f-a0fc-30af341431f8/films/guided-tour/iphone-guided-tour-tpl-us-2025_16x9.m3u8	(from https://www.apple.com/iphone/)
21:59:09	16187/16187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/trade_in__ef3j1nhcyz6u_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/trade_in__ef3j1nhcyz6u_large.jpg	(from https://www.apple.com/iphone/)
21:59:10	72498/72498	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/guided-tour/guided_tour__dq7eb6kaepqq_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/guided-tour/guided_tour__dq7eb6kaepqq_large.jpg	(from https://www.apple.com/iphone/)
21:59:10	7043/7043	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/buy__dceotx8k6b0i_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/buy__dceotx8k6b0i_large.jpg	(from https://www.apple.com/iphone/)
21:59:11	16051/16051	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/carrier__f3qbd6zpt662_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/carrier__f3qbd6zpt662_large.jpg	(from https://www.apple.com/iphone/)
21:59:12	152986/152986	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2018:59:13%20GMT	https://www.apple.com/apple-card/monthly-installments/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/apple-card/monthly-installments/index.html	(from https://www.apple.com/iphone/)
21:59:12	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/buy_iphone/carrier_offers	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/buy_iphone/carrier_offers	(from https://www.apple.com/iphone/)
21:59:13	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/buy_iphone/carrier_offers	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/buy_iphone/carrier_offers	(from https://www.apple.com/iphone/)
21:59:15	325685/325685	---M-Z	200	added ('OK')	text/html	etag:%22602874c847ad18942552eb76f40e515e%22	https://www.apple.com/shop/buy-iphone/carrier-offers	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/buy-iphone/carrier-offers.html	(from https://www.apple.com/iphone/)
21:59:16	28639/28639	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/setup__bubic6jn78aa_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/setup__bubic6jn78aa_large.jpg	(from https://www.apple.com/iphone/)
21:59:16	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/personal_session	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/personal_session	(from https://www.apple.com/iphone/)
21:59:17	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/personal_session	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/personal_session	(from https://www.apple.com/iphone/)
21:59:18	189761/189761	---M-Z	200	added ('OK')	text/html	etag:%22d47fafd3d0b23fc88950f7157ada75e9%22	https://www.apple.com/shop/personal-setup	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/personal-setup.html	(from https://www.apple.com/iphone/)
21:59:19	9141/9141	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/deliver__eifxj47ws4eq_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/deliver__eifxj47ws4eq_large.jpg	(from https://www.apple.com/iphone/)
21:59:20	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/shipping_pickup	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/shipping_pickup	(from https://www.apple.com/iphone/)
21:59:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/shipping_pickup	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/shipping_pickup.76.delayed	(from https://www.apple.com/iphone/)
21:59:22	168856/168856	---M-Z	200	added ('OK')	text/html	etag:%22c1bacc14b5df55570123ef68496de55c%22	https://www.apple.com/shop/shipping-pickup	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/shipping-pickup.html	(from https://www.apple.com/iphone/)
21:59:23	17487/17487	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/specialist__gb6sij2e6paq_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/specialist__gb6sij2e6paq_large.jpg	(from https://www.apple.com/iphone/)
21:59:24	11176/11176	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/app__cw15uahrix6q_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/app__cw15uahrix6q_large.jpg	(from https://www.apple.com/iphone/)
21:59:25	30972/30972	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/boc_qr_code__m7puq68j9qye_large.png	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/boc_qr_code__m7puq68j9qye_large.png	(from https://www.apple.com/iphone/)
21:59:26	13176/13176	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/incentive/trade_in_alt__ex3gcqrd02c2_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/incentive/trade_in_alt__ex3gcqrd02c2_large.jpg	(from https://www.apple.com/iphone/)
21:59:27	61536/61536	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:29%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/upgrade/upgrade__b78jqt55kz42_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/upgrade/upgrade__b78jqt55kz42_large.jpg	(from https://www.apple.com/iphone/)
21:59:28	212307/212307	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2018:59:29%20GMT	https://www.apple.com/iphone/switch/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/iphone/switch/index.html	(from https://www.apple.com/iphone/)
21:59:28	1368/1368	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2018:59:27%20GMT	https://contactretail.apple.com/?pg=iphone&ap=COM&c=us&l=en&ag=SWSOV	/Users/Mukira/apple-lipagas/apple-clone/contactretail.apple.com/index12a4.html	(from https://www.apple.com/iphone/)
21:59:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Feb%202026%2018:59:27%20GMT	https://apps.apple.com/us/app/apple-store/id375380948/	/Users/Mukira/apple-lipagas/apple-clone/apps.apple.com/us/app/apple-store/id375380948/index.html	(from https://www.apple.com/iphone/)
21:59:28	45715/45715	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider/innovation__ce13717o3vhy_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider/innovation__ce13717o3vhy_large.jpg	(from https://www.apple.com/iphone/)
21:59:29	70589/70589	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/innovation/modal_second__d7b8ozpwiigm_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/innovation/modal_second__d7b8ozpwiigm_large.jpg	(from https://www.apple.com/iphone/)
21:59:30	58235/58235	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/innovation/modal_last__bwef9eghw8xe_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/innovation/modal_last__bwef9eghw8xe_large.jpg	(from https://www.apple.com/iphone/)
21:59:31	62439/62439	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/innovation/modal_ease__5852shn412qy_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/innovation/modal_ease__5852shn412qy_large.jpg	(from https://www.apple.com/iphone/)
21:59:32	17762/17762	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider/chip__6hy1uruuluaa_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider/chip__6hy1uruuluaa_large.jpg	(from https://www.apple.com/iphone/)
21:59:34	154869/154869	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_supersmart__gdssqz659my6_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_supersmart__gdssqz659my6_large.jpg	(from https://www.apple.com/iphone/)
21:59:34	68593/68593	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_long_lasting__baxfhotph1gi_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_long_lasting__baxfhotph1gi_large.jpg	(from https://www.apple.com/iphone/)
21:59:35	17077/17077	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_5g__fsqjwzg6rsia_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_5g__fsqjwzg6rsia_large.jpg	(from https://www.apple.com/iphone/)
21:59:36	91568/91568	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_power__cevo1nv24qz6_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/consider_modals/chip-battery/modal_power__cevo1nv24qz6_large.jpg	(from https://www.apple.com/iphone/)
21:59:37	35418/35418	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/essentials/accessories__ek0uv892lg6e_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/essentials/accessories__ek0uv892lg6e_large.jpg	(from https://www.apple.com/iphone/)
21:59:38	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/buy_airtag/airtag	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/buy_airtag/airtag	(from https://www.apple.com/iphone/)
21:59:39	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/buy_airtag/airtag	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/buy_airtag/airtag	(from https://www.apple.com/iphone/)
21:59:40	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/shop/browse/home/shop_airtag/family/airtag	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/browse/home/shop_airtag/family/airtag.89.delayed	(from https://www.apple.com/iphone/)
21:59:42	200330/200330	---M-Z	200	added ('OK')	text/html	etag:%2249bd08572cdb42a88768e862c1893182%22	https://www.apple.com/shop/buy-airtag/airtag	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/buy-airtag/airtag.html	(from https://www.apple.com/iphone/)
21:59:43	50222/50222	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:28%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/essentials/airtag_accessories__gcg7wtcpr2y6_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/essentials/airtag_accessories__gcg7wtcpr2y6_large.jpg	(from https://www.apple.com/iphone/)
21:59:44	166901/166901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:27%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/augment/mac__gmrv6vyz8x6q_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/augment/mac__gmrv6vyz8x6q_large.jpg	(from https://www.apple.com/iphone/)
21:59:45	136562/136562	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:27%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/augment/watch__fxtwpvwdf3mi_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/augment/watch__fxtwpvwdf3mi_large.jpg	(from https://www.apple.com/iphone/)
21:59:46	113439/113439	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jan%202026%2000:55:27%20GMT	https://www.apple.com/v/iphone/home/ci/images/overview/augment/airpods__ehyxlx24f5g2_large.jpg	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/v/iphone/home/ci/images/overview/augment/airpods__ehyxlx24f5g2_large.jpg	(from https://www.apple.com/iphone/)
21:59:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2002%20Feb%202026%2018:59:48%20GMT	https://support.apple.com/121115?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/121115.8fb0b3.delayed	(from https://www.apple.com/iphone/)
21:59:49	97557/97557	---M-Z	200	added ('OK')	text/html	etag:a56T1AULltDRsNov28JD4Z110--gzip	https://support.apple.com/en-ke/121115?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/en-ke/121115b0b3.html	(from https://www.apple.com/iphone/)
21:59:50	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2002%20Feb%202026%2018:59:51%20GMT	https://support.apple.com/121429?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/121429.91b0b3.delayed	(from https://www.apple.com/iphone/)
21:59:52	79538/79538	---M-Z	200	added ('OK')	text/html	etag:a56T1AULltDRsNov28JD4Z110--gzip	https://support.apple.com/en-ke/121429?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/en-ke/121429b0b3.html	(from https://www.apple.com/iphone/)
21:59:52	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2002%20Feb%202026%2018:59:53%20GMT	https://support.apple.com/kb/HT213885?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/kb/HT213885b0b3	(from https://www.apple.com/iphone/)
21:59:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	etag:a56T1AULltDRsNov28JD4Z110	https://support.apple.com/en-us/HT213885?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/en-us/HT213885b0b3	(from https://www.apple.com/iphone/)
21:59:55	129685/129685	---M-Z	200	added ('OK')	text/html	etag:a56T1AULltDRsNov28JD4Z110--gzip	https://support.apple.com/en-us/105097?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/en-us/105097b0b3.html	(from https://www.apple.com/iphone/)
21:59:55	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2002%20Feb%202026%2018:59:56%20GMT	https://support.apple.com/102730?cid=general-phone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/102730808b	(from https://www.apple.com/iphone/)
21:59:57	79627/79627	---M-Z	200	added ('OK')	text/html	etag:a56T1AULltDRsNov28JD4Z110--gzip	https://support.apple.com/en-ke/102730?cid=general-phone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/en-ke/102730808b.html	(from https://www.apple.com/iphone/)
21:59:57	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2002%20Feb%202026%2018:59:58%20GMT	https://support.apple.com/102775?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/102775b0b3	(from https://www.apple.com/iphone/)
21:59:57	106030/106030	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2018:59:58%20GMT	https://www.apple.com/legal/sales-support/iphoneinstallments_us/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/legal/sales-support/iphoneinstallments_us/index.html	(from https://www.apple.com/iphone/)
21:59:58	90533/90533	---M-Z	200	added ('OK')	text/html	etag:a56T1AULltDRsNov28JD4Z110--gzip	https://support.apple.com/en-ke/102775?cid=general-iphone-marcom-08062025	/Users/Mukira/apple-lipagas/apple-clone/support.apple.com/en-ke/102775b0b3.html	(from https://www.apple.com/iphone/)
21:59:59	322425/322425	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2019:00:00%20GMT	https://www.apple.com/iphone/cellular/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/iphone/cellular/index.html	(from https://www.apple.com/iphone/)
21:59:59	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/giftcards	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/giftcards	(from https://www.apple.com/iphone/)
22:00:00	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/giftcards	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/giftcards	(from https://www.apple.com/iphone/)
22:00:02	172516/172516	---M-Z	200	added ('OK')	text/html	etag:%2241214a0fa50a7d424e212c78ec9d607e%22	https://www.apple.com/shop/gift-cards	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/shop/gift-cards.html	(from https://www.apple.com/iphone/)
22:00:02	153976/153976	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2019:00:02%20GMT	https://www.apple.com/airtag/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/airtag/index.html	(from https://www.apple.com/iphone/)
22:00:02	470323/470323	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2019:00:02%20GMT	https://www.apple.com/ios/feature-availability/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/ios/feature-availability/index.html	(from https://www.apple.com/iphone/)
22:00:02	0/-1	---M--	303	error ('See%20Other')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/goto/account	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/goto/account	(from https://www.apple.com/iphone/)
22:00:03	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://www.apple.com/us/shop/go/account	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/us/shop/go/account	(from https://www.apple.com/iphone/)
22:00:04	198487/198487	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2019:00:05%20GMT	https://www.apple.com/apple-pay/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/apple-pay/index.html	(from https://www.apple.com/iphone/)
22:00:04	274366/274366	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2019:00:05%20GMT	https://www.apple.com/wallet/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/wallet/index.html	(from https://www.apple.com/iphone/)
22:00:04	200023/200023	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Feb%202026%2019:00:05%20GMT	https://www.apple.com/apple-card/	/Users/Mukira/apple-lipagas/apple-clone/www.apple.com/apple-card/index.html	(from https://www.apple.com/iphone/)
